Timestamp,Dev,Status,Ax,Ay,Az,Filt,RMS,Cross,Type,Med
56:05.8,MG-001,0,0.018,-0.005,0.983,0.335,0.983,0,Resting,Stable
56:05.8,MG-001,0,0.007,0.01,0.989,0.335,0.989,0,Resting,Stable
56:05.8,MG-001,0,0.023,0.029,0.975,0.343,0.976,0.001,Resting,Stable
56:05.8,MG-001,0,0.022,0.019,0.977,0.339,0.978,0,Resting,Stable
56:05.8,MG-001,0,0.02,0.009,0.979,0.336,0.98,0,Resting,Stable
56:05.8,MG-001,0,0.021,0.013,0.994,0.343,0.994,0,Resting,Stable
56:05.8,MG-001,0,0.011,0.013,0.992,0.339,0.992,0,Resting,Stable
56:05.8,MG-001,0,0.029,0.03,0.982,0.347,0.983,0.001,Resting,Stable
56:05.9,MG-001,0,0.016,0.03,0.999,0.348,0.999,0,Resting,Stable
56:05.9,MG-001,0,0.024,0.017,0.959,0.333,0.96,0,Resting,Stable
56:05.9,MG-001,0,0.011,0.012,0.982,0.335,0.982,0,Resting,Stable
56:05.9,MG-001,0,0.028,0.023,0.978,0.343,0.978,0.001,Resting,Stable
56:05.9,MG-001,0,0,0.002,0.975,0.326,0.975,0,Resting,Stable
56:05.9,MG-001,0,0.035,0.009,0.963,0.335,0.964,0,Resting,Stable
56:05.9,MG-001,0,0.021,0.029,0.983,0.344,0.984,0.001,Resting,Stable
56:05.9,MG-001,0,0.016,0.002,0.999,0.339,0.999,0,Resting,Stable
56:05.9,MG-001,0,0.025,0.023,0.968,0.339,0.969,0.001,Resting,Stable
56:05.9,MG-001,0,0.031,0.015,0.973,0.34,0.974,0,Resting,Stable
56:06.0,MG-001,0,0.023,0.023,0.971,0.339,0.971,0.001,Resting,Stable
56:06.0,MG-001,0,0.023,0.017,0.964,0.335,0.964,0,Resting,Stable
56:06.0,MG-001,0,0.034,0.033,0.993,0.353,0.994,0.001,Resting,Stable
56:06.0,MG-001,0,0.027,0.013,0.972,0.337,0.972,0,Resting,Stable
56:06.0,MG-001,0,0.047,0.025,0.987,0.353,0.988,0.001,Resting,Stable
56:06.0,MG-001,0,0.015,0.002,0.965,0.327,0.965,0,Resting,Stable
56:06.0,MG-001,0,0.011,0.026,0.977,0.338,0.977,0,Resting,Stable
56:06.0,MG-001,0,0.042,0.022,0.974,0.346,0.975,0.001,Resting,Stable
56:06.0,MG-001,0,0.018,0.008,0.979,0.335,0.98,0,Resting,Stable
56:06.1,MG-001,0,0.026,0.022,0.981,0.343,0.981,0.001,Resting,Stable
56:06.1,MG-001,0,0.013,0.026,0.968,0.336,0.968,0,Resting,Stable
56:06.1,MG-001,0,0.031,0.023,0.972,0.342,0.973,0.001,Resting,Stable
56:06.1,MG-001,0,0.033,0.01,0.98,0.341,0.981,0,Resting,Stable
56:06.1,MG-001,0,0.025,0.024,0.979,0.343,0.979,0.001,Resting,Stable
56:06.1,MG-001,0,0.033,0.049,0.973,0.352,0.975,0.002,Resting,Stable
56:06.1,MG-001,0,0.009,0.029,0.971,0.336,0.971,0,Resting,Stable
56:06.1,MG-001,0,0.005,0.027,0.978,0.337,0.978,0,Resting,Stable
56:06.1,MG-001,0,0.023,0.014,0.968,0.335,0.968,0,Resting,Stable
56:06.1,MG-001,0,0.003,0.008,1,0.337,1,0,Resting,Stable
56:06.1,MG-001,0,0.033,-0.008,0.972,0.338,0.973,0,Resting,Stable
56:06.2,MG-001,0,0.004,0.012,0.976,0.331,0.976,0,Resting,Stable
56:06.2,MG-001,0,0.033,0.031,0.974,0.346,0.975,0.001,Resting,Stable
56:06.2,MG-001,0,0.019,-0.004,0.984,0.336,0.984,0,Resting,Stable
56:06.2,MG-001,0,0.008,0.016,0.966,0.33,0.966,0,Resting,Stable
56:06.2,MG-001,0,0.022,0.01,0.998,0.343,0.998,0,Resting,Stable
56:06.2,MG-001,0,0.031,0.012,0.97,0.338,0.97,0,Resting,Stable
56:06.2,MG-001,0,0.023,0.02,0.998,0.347,0.999,0,Resting,Stable
56:06.2,MG-001,0,0.012,0.017,0.98,0.336,0.98,0,Resting,Stable
56:06.2,MG-001,0,0.012,0.011,0.976,0.333,0.976,0,Resting,Stable
56:06.2,MG-001,0,0.048,0.021,0.963,0.344,0.965,0.001,Resting,Stable
56:06.3,MG-001,0,0.02,0.041,0.986,0.349,0.987,0.001,Resting,Stable
56:06.3,MG-001,0,0.021,0.007,0.973,0.334,0.974,0,Resting,Stable
56:06.3,MG-001,0,0.009,0.021,0.982,0.337,0.982,0,Resting,Stable
56:06.3,MG-001,0,0.014,0.028,0.993,0.345,0.994,0,Resting,Stable
56:06.3,MG-001,0,0.018,0.029,0.987,0.345,0.988,0.001,Resting,Stable
56:06.3,MG-001,0,0.026,0.017,0.982,0.342,0.982,0,Resting,Stable
56:06.3,MG-001,0,0.031,0.025,0.969,0.342,0.969,0.001,Resting,Stable
56:06.3,MG-001,0,0.016,0.008,0.983,0.335,0.983,0,Resting,Stable
56:06.3,MG-001,0,0.032,-0.002,0.972,0.335,0.972,0,Resting,Stable
56:06.3,MG-001,0,0.015,0.026,0.978,0.34,0.978,0,Resting,Stable
56:06.4,MG-001,0,0.018,0.014,0.977,0.337,0.978,0,Resting,Stable
56:06.4,MG-001,0,0.019,0.045,0.98,0.348,0.981,0.001,Resting,Stable
56:06.4,MG-001,0,0.021,-0.009,0.97,0.333,0.97,0,Resting,Stable
56:06.4,MG-001,0,0.025,0.025,0.966,0.339,0.966,0.001,Resting,Stable
56:06.4,MG-001,0,0.026,0.022,0.986,0.345,0.987,0.001,Resting,Stable
56:06.4,MG-001,0,0.012,0.019,0.97,0.334,0.97,0,Resting,Stable
56:06.4,MG-001,0,0.019,0.023,0.983,0.342,0.984,0,Resting,Stable
56:06.4,MG-001,0,0.022,0.017,0.983,0.341,0.984,0,Resting,Stable
56:06.4,MG-001,0,0.016,0.018,0.955,0.33,0.955,0,Resting,Stable
56:06.4,MG-001,0,0.026,0.004,0.962,0.331,0.962,0,Resting,Stable
56:06.5,MG-001,0,0.021,0.027,0.969,0.339,0.969,0.001,Resting,Stable
56:06.5,MG-001,0,0.013,0.023,0.97,0.335,0.97,0,Resting,Stable
56:06.5,MG-001,0,0.01,0.023,0.983,0.339,0.983,0,Resting,Stable
56:06.5,MG-001,0,0.021,0.027,0.971,0.34,0.972,0.001,Resting,Stable
56:06.5,MG-001,0,0.032,-0.001,0.974,0.336,0.975,0,Resting,Stable
56:06.5,MG-001,0,0.014,-0.001,0.964,0.327,0.964,0,Resting,Stable
56:06.5,MG-001,0,-0.003,0.024,0.987,0.338,0.987,0,Resting,Stable
56:06.5,MG-001,0,0.017,0.018,0.972,0.336,0.972,0,Resting,Stable
56:06.5,MG-001,0,0.02,0.026,0.987,0.344,0.987,0.001,Resting,Stable
56:06.5,MG-001,0,0.023,0.025,0.949,0.332,0.949,0.001,Resting,Stable
56:06.6,MG-001,0,0.031,0.025,0.966,0.341,0.967,0.001,Resting,Stable
56:06.6,MG-001,0,0.007,-0.001,0.972,0.326,0.972,0,Resting,Stable
56:06.6,MG-001,0,0.017,0.014,0.979,0.337,0.979,0,Resting,Stable
56:06.6,MG-001,0,0.018,0.027,0.98,0.342,0.981,0.001,Resting,Stable
56:06.6,MG-001,0,0.014,0.023,0.988,0.342,0.988,0,Resting,Stable
56:06.6,MG-001,0,0.036,0.02,0.976,0.344,0.977,0.001,Resting,Stable
56:06.6,MG-001,0,0.022,0.019,0.983,0.341,0.984,0,Resting,Stable
56:06.6,MG-001,0,0.023,0.006,0.983,0.337,0.983,0,Resting,Stable
56:06.6,MG-001,0,0.027,0.006,0.972,0.335,0.973,0,Resting,Stable
56:06.6,MG-001,0,0.005,0.028,0.982,0.338,0.982,0,Resting,Stable
56:06.7,MG-001,0,0.027,0.017,0.975,0.34,0.976,0,Resting,Stable
56:06.7,MG-001,0,0.006,0.026,0.976,0.336,0.977,0,Resting,Stable
56:06.7,MG-001,0,0.02,0.018,1.002,0.347,1.002,0,Resting,Stable
56:06.7,MG-001,0,0.022,0.005,0.999,0.342,1,0,Resting,Stable
56:06.7,MG-001,0,0.021,0.03,0.967,0.339,0.967,0.001,Resting,Stable
56:06.7,MG-001,0,0.023,-0.002,0.978,0.335,0.978,0,Resting,Stable
56:06.7,MG-001,0,0.015,0.014,0.981,0.337,0.981,0,Resting,Stable
56:06.7,MG-001,0,0.038,0.027,0.982,0.349,0.983,0.001,Resting,Stable
56:06.7,MG-001,0,0.002,0.011,0.992,0.335,0.992,0,Resting,Stable
56:06.8,MG-001,0,0.022,0.014,0.978,0.338,0.978,0,Resting,Stable
56:06.8,MG-001,0,0.024,0.028,0.974,0.342,0.974,0.001,Resting,Stable
56:06.8,MG-001,0,0.014,0.019,0.991,0.341,0.991,0,Resting,Stable
56:06.8,MG-001,0,0.039,0.003,0.987,0.343,0.988,0,Resting,Stable
56:06.8,MG-001,0,0.036,0.037,0.975,0.349,0.976,0.001,Resting,Stable
56:06.8,MG-001,0,0.016,0.026,0.988,0.344,0.989,0,Resting,Stable
56:06.8,MG-001,0,0.032,0.028,1.005,0.355,1.006,0.001,Resting,Stable
56:06.8,MG-001,0,0.036,0.001,0.981,0.339,0.982,0,Resting,Stable
56:06.8,MG-001,0,0.022,0.017,0.967,0.335,0.968,0,Resting,Stable
56:06.8,MG-001,0,0.011,0.025,0.985,0.34,0.985,0,Resting,Stable
56:06.8,MG-001,0,0.021,0.027,0.999,0.349,0.999,0.001,Resting,Stable
56:06.9,MG-001,0,0.019,0.019,0.964,0.334,0.964,0,Resting,Stable
56:06.9,MG-001,0,-0.008,0.011,0.989,0.336,0.989,0,Resting,Stable
56:06.9,MG-001,0,0.004,-0.007,0.99,0.334,0.99,0,Resting,Stable
56:06.9,MG-001,0,0.03,0.03,0.988,0.349,0.989,0.001,Resting,Stable
56:06.9,MG-001,0,0.022,0.017,0.974,0.338,0.975,0,Resting,Stable
56:06.9,MG-001,0,0.018,-0.001,0.972,0.33,0.972,0,Resting,Stable
56:06.9,MG-001,0,0.006,0.014,0.991,0.337,0.992,0,Resting,Stable
56:06.9,MG-001,0,0.018,0.009,0.973,0.333,0.973,0,Resting,Stable
56:06.9,MG-001,0,0.02,0.03,0.956,0.336,0.957,0.001,Resting,Stable
56:06.9,MG-001,0,0.009,0.021,0.982,0.337,0.982,0,Resting,Stable
56:07.0,MG-001,0,0.001,0.024,0.973,0.332,0.973,0,Resting,Stable
56:07.0,MG-001,0,0.016,0.007,0.982,0.335,0.982,0,Resting,Stable
56:07.0,MG-001,0,0.016,0.017,0.976,0.336,0.976,0,Resting,Stable
56:07.0,MG-001,0,0.021,0.01,0.976,0.335,0.976,0,Resting,Stable
56:07.0,MG-001,0,0.015,0.013,0.959,0.329,0.96,0,Resting,Stable
56:07.0,MG-001,0,0.014,0.037,0.971,0.34,0.972,0,Resting,Stable
56:07.0,MG-001,0,0.033,0.022,0.992,0.349,0.993,0.001,Resting,Stable
56:07.0,MG-001,0,0.005,0.019,0.986,0.337,0.987,0,Resting,Stable
56:07.0,MG-001,0,0.044,0.039,0.986,0.357,0.988,0.002,Resting,Stable
56:07.0,MG-001,0,0.003,0.019,0.985,0.336,0.985,0,Resting,Stable
56:07.1,MG-001,0,0.013,0.021,0.97,0.335,0.971,0,Resting,Stable
56:07.1,MG-001,0,0.022,0.008,0.974,0.335,0.974,0,Resting,Stable
56:07.1,MG-001,0,0.01,0.004,0.987,0.334,0.987,0,Resting,Stable
56:07.1,MG-001,0,0.014,0.02,0.981,0.338,0.981,0,Resting,Stable
56:07.1,MG-001,0,0.012,0.019,0.969,0.333,0.97,0,Resting,Stable
56:07.1,MG-001,0,0.016,0.032,0.973,0.34,0.974,0.001,Resting,Stable
56:07.1,MG-001,0,0.017,0.018,0.996,0.344,0.997,0,Resting,Stable
56:07.1,MG-001,0,0.024,0.022,0.989,0.345,0.989,0.001,Resting,Stable
56:07.1,MG-001,0,0.016,0.019,0.986,0.34,0.986,0,Resting,Stable
56:07.2,MG-001,0,0.007,0.031,0.98,0.339,0.98,0,Resting,Stable
56:07.2,MG-001,0,0.026,0.023,0.969,0.339,0.969,0.001,Resting,Stable
56:07.2,MG-001,0,0.015,0.022,0.984,0.34,0.984,0,Resting,Stable
56:07.2,MG-001,0,0.031,0.01,0.979,0.34,0.98,0,Resting,Stable
56:07.2,MG-001,0,0.017,0.021,0.965,0.334,0.965,0,Resting,Stable
56:07.2,MG-001,0,0.026,0.037,0.972,0.345,0.973,0.001,Resting,Stable
56:07.2,MG-001,0,0.014,0.012,0.998,0.341,0.998,0,Resting,Stable
56:07.2,MG-001,0,0.008,0.017,0.982,0.335,0.982,0,Resting,Stable
56:07.2,MG-001,0,0.001,0.01,0.986,0.332,0.986,0,Resting,Stable
56:07.2,MG-001,0,0.014,0.025,0.966,0.335,0.967,0,Resting,Stable
56:07.2,MG-001,0,0,0.02,0.981,0.334,0.982,0,Resting,Stable
56:07.3,MG-001,0,0.021,0.012,0.964,0.332,0.964,0,Resting,Stable
56:07.3,MG-001,0,0.027,0.034,0.997,0.353,0.998,0.001,Resting,Stable
56:07.3,MG-001,0,0.011,0.014,0.981,0.336,0.982,0,Resting,Stable
56:07.3,MG-001,0,0.028,0.024,0.999,0.35,0.999,0.001,Resting,Stable
56:07.3,MG-001,0,0.017,0.028,0.997,0.348,0.998,0,Resting,Stable
56:07.3,MG-001,0,0.017,0.032,0.983,0.344,0.984,0.001,Resting,Stable
56:07.3,MG-001,0,0,0.026,0.993,0.34,0.993,0,Resting,Stable
56:07.3,MG-001,0,0.019,0.037,0.984,0.346,0.985,0.001,Resting,Stable
56:07.3,MG-001,0,0.019,0.007,0.992,0.339,0.992,0,Resting,Stable
56:07.3,MG-001,0,0.019,0.012,0.975,0.335,0.975,0,Resting,Stable
56:07.4,MG-001,0,0.017,0.025,0.979,0.34,0.98,0,Resting,Stable
56:07.4,MG-001,0,0.025,-0.001,0.981,0.336,0.982,0,Resting,Stable
56:07.4,MG-001,0,0.012,0.022,0.956,0.33,0.956,0,Resting,Stable
56:07.4,MG-001,0,0.017,0.013,0.975,0.335,0.975,0,Resting,Stable
56:07.4,MG-001,0,0.049,0.009,0.983,0.347,0.984,0,Resting,Stable
56:07.4,MG-001,0,0.021,0.018,0.985,0.341,0.986,0,Resting,Stable
56:07.4,MG-001,0,0.008,0.024,0.971,0.334,0.971,0,Resting,Stable
56:07.4,MG-001,0,0.029,0.017,0.985,0.343,0.986,0,Resting,Stable
56:07.4,MG-001,0,0.018,0.012,0.978,0.336,0.979,0,Resting,Stable
56:07.5,MG-001,0,0.006,0.034,0.984,0.341,0.984,0,Resting,Stable
56:07.5,MG-001,0,0,0.016,0.981,0.333,0.981,0,Resting,Stable
56:07.5,MG-001,0,0.043,0.032,0.97,0.348,0.972,0.001,Resting,Stable
56:07.5,MG-001,0,0.017,0.018,0.985,0.34,0.985,0,Resting,Stable
56:07.5,MG-001,0,0.032,0.032,0.971,0.345,0.972,0.001,Resting,Stable
56:07.5,MG-001,0,0.025,0.022,0.972,0.34,0.973,0.001,Resting,Stable
56:07.5,MG-001,0,0.009,0.003,0.958,0.323,0.958,0,Resting,Stable
56:07.5,MG-001,0,0.019,0.012,0.975,0.335,0.975,0,Resting,Stable
56:07.5,MG-001,0,0.033,0.003,0.983,0.34,0.984,0,Resting,Stable
56:07.5,MG-001,0,0.021,0.007,1.001,0.343,1.001,0,Resting,Stable
56:07.5,MG-001,0,0.006,0.026,0.984,0.339,0.984,0,Resting,Stable
56:07.6,MG-001,0,0.026,0.015,0.972,0.338,0.973,0,Resting,Stable
56:07.6,MG-001,0,0.021,0.024,0.989,0.345,0.989,0.001,Resting,Stable
56:07.6,MG-001,0,0.031,0.019,0.98,0.344,0.981,0.001,Resting,Stable
56:07.6,MG-001,0,0.025,0.023,0.97,0.339,0.97,0.001,Resting,Stable
56:07.6,MG-001,0,0.046,0.034,0.975,0.352,0.977,0.002,Resting,Stable
56:07.6,MG-001,0,0.029,0.018,1.005,0.351,1.005,0.001,Resting,Stable
56:07.6,MG-001,0,-0.005,0.015,0.968,0.329,0.968,0,Resting,Stable
56:07.6,MG-001,0,0.028,0.034,0.966,0.343,0.967,0.001,Resting,Stable
56:07.6,MG-001,0,0.006,0.028,0.981,0.338,0.981,0,Resting,Stable
56:07.6,MG-001,0,0.025,0.02,0.983,0.343,0.984,0.001,Resting,Stable
56:07.7,MG-001,0,0.021,0.015,0.976,0.337,0.976,0,Resting,Stable
56:07.7,MG-001,0,0.015,-0.002,0.993,0.337,0.993,0,Resting,Stable
56:07.7,MG-001,0,0.013,0.007,0.972,0.331,0.972,0,Resting,Stable
56:07.7,MG-001,0,0.006,0.006,0.973,0.328,0.973,0,Resting,Stable
56:07.7,MG-001,0,0.013,0.025,0.969,0.336,0.969,0,Resting,Stable
56:07.7,MG-001,0,0.023,0.009,0.997,0.343,0.997,0,Resting,Stable
56:07.7,MG-001,0,0.005,0.022,0.979,0.335,0.979,0,Resting,Stable
56:07.7,MG-001,0,0.036,0.024,0.975,0.345,0.976,0.001,Resting,Stable
56:07.7,MG-001,0,0.046,0.026,0.964,0.345,0.966,0.001,Resting,Stable
56:07.7,MG-001,0,0.038,0.035,0.988,0.353,0.989,0.001,Resting,Stable
56:07.8,MG-001,0,0.005,0.016,1.002,0.341,1.002,0,Resting,Stable
56:07.8,MG-001,0,0.023,0.037,0.992,0.351,0.993,0.001,Resting,Stable
56:07.8,MG-001,0,0.021,0.005,0.985,0.337,0.985,0,Resting,Stable
56:07.8,MG-001,0,0.022,0.017,0.984,0.341,0.984,0,Resting,Stable
56:07.8,MG-001,0,0.012,0.045,0.964,0.34,0.965,0.001,Resting,Stable
56:07.8,MG-001,0,0.022,0.02,0.978,0.34,0.978,0,Resting,Stable
56:07.8,MG-001,0,0.013,0.006,0.988,0.335,0.988,0,Resting,Stable
56:07.8,MG-001,0,0.022,0.018,0.981,0.34,0.982,0,Resting,Stable
56:07.8,MG-001,0,0.027,0.013,1.001,0.347,1.002,0,Resting,Stable
56:07.8,MG-001,0,-0.005,0.023,0.985,0.337,0.985,0,Resting,Stable
56:07.9,MG-001,0,0.013,0.02,0.992,0.342,0.992,0,Resting,Stable
56:07.9,MG-001,0,0.025,0.013,0.978,0.339,0.979,0,Resting,Stable
56:07.9,MG-001,0,0.03,0.023,0.983,0.345,0.984,0.001,Resting,Stable
56:07.9,MG-001,0,0.019,0.024,0.979,0.341,0.98,0,Resting,Stable
56:07.9,MG-001,0,0.019,0.021,0.987,0.343,0.988,0,Resting,Stable
56:07.9,MG-001,0,0.019,0.026,0.988,0.345,0.989,0,Resting,Stable
56:07.9,MG-001,0,0.035,0.012,0.993,0.347,0.994,0,Resting,Stable
56:07.9,MG-001,0,0.022,0.023,0.977,0.34,0.977,0,Resting,Stable
56:07.9,MG-001,0,0.033,0,1.002,0.345,1.003,0,Resting,Stable
56:07.9,MG-001,0,0.012,0.022,0.967,0.334,0.968,0,Resting,Stable
56:08.0,MG-001,0,0.032,0.031,0.97,0.344,0.971,0.001,Resting,Stable
56:08.0,MG-001,0,0.02,0.02,0.987,0.342,0.987,0,Resting,Stable
56:08.0,MG-001,0,0.006,0.024,1.004,0.345,1.004,0,Resting,Stable
56:08.0,MG-001,0,0.02,0.014,0.983,0.339,0.983,0,Resting,Stable
56:08.0,MG-001,0,0.002,0.023,0.977,0.334,0.978,0,Resting,Stable
56:08.0,MG-001,0,0.008,0.022,0.973,0.334,0.973,0,Resting,Stable
56:08.0,MG-001,0,0.016,0.011,0.975,0.334,0.975,0,Resting,Stable
56:08.0,MG-001,0,0.026,0.023,0.979,0.343,0.98,0.001,Resting,Stable
56:08.0,MG-001,0,0.006,0.023,0.989,0.339,0.989,0,Resting,Stable
56:08.0,MG-001,0,0.009,-0.002,0.986,0.332,0.986,0,Resting,Stable
56:08.1,MG-001,0,0.027,0.023,0.982,0.344,0.983,0.001,Resting,Stable
56:08.1,MG-001,0,0.013,0.035,0.974,0.341,0.975,0,Resting,Stable
56:08.1,MG-001,0,0.023,0.035,0.997,0.352,0.998,0.001,Resting,Stable
56:08.1,MG-001,0,0.011,0.027,0.976,0.338,0.977,0,Resting,Stable
56:08.1,MG-001,0,0.02,0.016,0.969,0.335,0.97,0,Resting,Stable
56:08.1,MG-001,0,0.011,0.019,0.975,0.335,0.975,0,Resting,Stable
56:08.1,MG-001,0,0.041,0.021,0.976,0.346,0.978,0.001,Resting,Stable
56:08.1,MG-001,0,0.028,0.029,0.981,0.346,0.982,0.001,Resting,Stable
56:08.1,MG-001,0,0.017,0.018,0.972,0.335,0.972,0,Resting,Stable
56:08.2,MG-001,0,0.025,0.032,0.982,0.346,0.983,0.001,Resting,Stable
56:08.2,MG-001,0,0.028,0.031,0.984,0.348,0.985,0.001,Resting,Stable
56:08.2,MG-001,0,0.025,0.034,0.967,0.342,0.968,0.001,Resting,Stable
56:08.2,MG-001,0,0.024,0.033,1.002,0.353,1.003,0.001,Resting,Stable
56:08.2,MG-001,0,0.003,0.017,0.963,0.328,0.964,0,Resting,Stable
56:08.2,MG-001,0,0.018,0.014,0.975,0.336,0.976,0,Resting,Stable
56:08.2,MG-001,0,0.006,0.01,0.975,0.33,0.975,0,Resting,Stable
56:08.2,MG-001,0,0.011,0.014,0.971,0.332,0.971,0,Resting,Stable
56:08.2,MG-001,0,0.016,0.004,0.977,0.332,0.977,0,Resting,Stable
56:08.2,MG-001,0,0.033,0.014,0.989,0.345,0.99,0,Resting,Stable
56:08.2,MG-001,0,0.029,0.02,0.973,0.341,0.974,0.001,Resting,Stable
56:08.3,MG-001,0,0.02,0.011,1,0.344,1,0,Resting,Stable
56:08.3,MG-001,0,0.01,0.02,0.983,0.338,0.983,0,Resting,Stable
56:08.3,MG-001,0,0.034,0.016,0.976,0.342,0.977,0.001,Resting,Stable
56:08.3,MG-001,0,0.022,0.018,0.993,0.344,0.994,0,Resting,Stable
56:08.3,MG-001,0,0.027,0.032,0.996,0.352,0.997,0.001,Resting,Stable
56:08.3,MG-001,0,0.038,0.031,0.975,0.348,0.976,0.001,Resting,Stable
56:08.3,MG-001,0,0.02,0.01,0.957,0.329,0.957,0,Resting,Stable
56:08.3,MG-001,0,0.025,0.011,0.98,0.339,0.98,0,Resting,Stable
56:08.3,MG-001,0,0.038,0.035,0.984,0.352,0.985,0.001,Resting,Stable
56:08.3,MG-001,0,0.01,0.011,0.978,0.333,0.978,0,Resting,Stable
56:08.4,MG-001,0,0.021,0.007,0.966,0.331,0.966,0,Resting,Stable
56:08.4,MG-001,0,0.027,0.006,0.972,0.335,0.972,0,Resting,Stable
56:08.4,MG-001,0,0.024,0.027,0.995,0.349,0.995,0.001,Resting,Stable
56:08.4,MG-001,0,0.018,0.025,0.971,0.338,0.971,0,Resting,Stable
56:08.4,MG-001,0,0.02,0.027,0.986,0.344,0.986,0.001,Resting,Stable
56:08.4,MG-001,0,-0.001,0.023,0.968,0.331,0.969,0,Resting,Stable
56:08.4,MG-001,0,0.007,0.01,0.975,0.331,0.975,0,Resting,Stable
56:08.4,MG-001,0,0.025,0.017,0.992,0.345,0.993,0,Resting,Stable
56:08.4,MG-001,0,0.011,0.032,0.966,0.336,0.967,0,Resting,Stable
56:08.5,MG-001,0,0.015,0.027,0.979,0.34,0.979,0,Resting,Stable
56:08.5,MG-001,0,0.015,0.026,0.977,0.34,0.978,0,Resting,Stable
56:08.5,MG-001,0,0.011,0.028,0.982,0.34,0.982,0,Resting,Stable
56:08.5,MG-001,0,0.014,0.012,0.98,0.335,0.98,0,Resting,Stable
56:08.5,MG-001,0,0.034,0.013,0.993,0.347,0.994,0,Resting,Stable
56:08.5,MG-001,0,0,0.014,0.984,0.333,0.984,0,Resting,Stable
56:08.5,MG-001,0,0.031,0.008,0.979,0.339,0.98,0,Resting,Stable
56:08.5,MG-001,0,0.016,0.003,0.982,0.334,0.982,0,Resting,Stable
56:08.5,MG-001,0,0.034,0.004,0.976,0.338,0.977,0,Resting,Stable
56:08.5,MG-001,0,0.003,0.035,0.968,0.336,0.969,0,Resting,Stable
56:08.5,MG-001,0,0.02,0.025,0.96,0.335,0.961,0,Resting,Stable
56:08.6,MG-001,0,0.038,0.055,0.981,0.358,0.984,0.002,Resting,Stable
56:08.6,MG-001,0,0.022,0.012,0.998,0.344,0.998,0,Resting,Stable
56:08.6,MG-001,0,0.021,-0.003,0.975,0.333,0.975,0,Resting,Stable
56:08.6,MG-001,0,0.018,0.012,0.999,0.343,0.999,0,Resting,Stable
56:08.6,MG-001,0,0.032,0.02,0.988,0.347,0.989,0.001,Resting,Stable
56:08.6,MG-001,0,0.006,0.017,0.973,0.332,0.973,0,Resting,Stable
56:08.6,MG-001,0,0.019,0.011,0.976,0.335,0.976,0,Resting,Stable
56:08.6,MG-001,0,0.026,0.012,0.987,0.342,0.988,0,Resting,Stable
56:08.6,MG-001,0,0.001,0.029,0.99,0.34,0.991,0,Resting,Stable
56:08.6,MG-001,0,0.047,0.001,0.986,0.345,0.987,0,Resting,Stable
56:08.7,MG-001,0,0.032,0.029,0.973,0.345,0.974,0.001,Resting,Stable
56:08.7,MG-001,0,0.024,0.018,0.988,0.343,0.988,0,Resting,Stable
56:08.7,MG-001,0,0.018,0.027,0.982,0.342,0.983,0,Resting,Stable
56:08.7,MG-001,0,0.007,0.033,0.986,0.342,0.987,0,Resting,Stable
56:08.7,MG-001,0,0.012,0.029,0.99,0.343,0.99,0,Resting,Stable
56:08.7,MG-001,0,0.018,0.029,0.973,0.34,0.973,0.001,Resting,Stable
56:08.7,MG-001,0,0.031,0.041,0.971,0.348,0.972,0.001,Resting,Stable
56:08.7,MG-001,0,0.016,0.021,0.995,0.344,0.995,0,Resting,Stable
56:08.7,MG-001,0,0.016,-0.009,0.965,0.33,0.966,0,Resting,Stable
56:08.7,MG-001,0,0.036,0.017,0.975,0.342,0.975,0.001,Resting,Stable
56:08.8,MG-001,0,0.022,0.022,0.971,0.338,0.972,0,Resting,Stable
56:08.8,MG-001,0,0.027,0.018,0.974,0.34,0.975,0,Resting,Stable
56:08.8,MG-001,0,0.03,0.004,0.991,0.341,0.991,0,Resting,Stable
56:08.8,MG-001,0,0.022,0.028,0.992,0.347,0.993,0.001,Resting,Stable
56:08.8,MG-001,0,0.025,0.017,0.999,0.347,1,0,Resting,Stable
56:08.8,MG-001,0,0.018,-0.003,0.99,0.337,0.99,0,Resting,Stable
56:08.8,MG-001,0,0.005,0.01,0.979,0.331,0.979,0,Resting,Stable
56:08.8,MG-001,0,0.026,0.028,0.977,0.344,0.978,0.001,Resting,Stable
56:08.8,MG-001,0,0.021,0.024,0.971,0.338,0.971,0,Resting,Stable
56:08.9,MG-001,0,0.019,0.028,0.977,0.341,0.977,0.001,Resting,Stable
56:08.9,MG-001,0,0.015,0.015,0.975,0.335,0.975,0,Resting,Stable
56:08.9,MG-001,0,0.014,0.027,0.984,0.342,0.985,0,Resting,Stable
56:08.9,MG-001,0,0.018,0.017,0.995,0.343,0.995,0,Resting,Stable
56:08.9,MG-001,0,0.003,0.035,0.966,0.335,0.967,0,Resting,Stable
56:08.9,MG-001,0,0.019,0.035,0.986,0.347,0.987,0.001,Resting,Stable
56:08.9,MG-001,0,0.028,0.023,0.983,0.345,0.983,0.001,Resting,Stable
56:08.9,MG-001,0,0.026,0.01,0.972,0.336,0.972,0,Resting,Stable
56:08.9,MG-001,0,0.007,0.02,0.976,0.334,0.976,0,Resting,Stable
56:08.9,MG-001,0,0.028,0.033,0.964,0.342,0.965,0.001,Resting,Stable
56:08.9,MG-001,0,0.013,0.023,0.975,0.337,0.975,0,Resting,Stable
56:09.0,MG-001,0,0.018,0.019,0.977,0.338,0.978,0,Resting,Stable
56:09.0,MG-001,0,0.025,0.015,0.979,0.34,0.98,0,Resting,Stable
